Acurácia no conjunto de teste: 99.98%

Previsões para todas as imagens de teste:
Imagem: 9 (2950).jpg | Classe real: Cerscospora | Classe prevista: Cerscospora | Confiança: 100.00%
Imagem: 6 (3451).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3452).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3453).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3454).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3455).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3456).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3457).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3458).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3459).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (346).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3460).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3461).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (3462).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3463).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3464).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3465).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3466).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (3467).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3468).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3469).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (347).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3470).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3471).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3472).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3473).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3474).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3475).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (3476).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3477).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3478).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3479).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (348).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3480).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3481).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3482).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3483).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3484).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3485).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3486).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (3487).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3488).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3489).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (349).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3490).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3491).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3492).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3493).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3494).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3495).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3496).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.93%
Imagem: 6 (3497).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.97%
Imagem: 6 (3498).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3499).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (35).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (350).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3500).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3501).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3502).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.93%
Imagem: 6 (3503).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.97%
Imagem: 6 (3504).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3505).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3506).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3507).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3508).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3509).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (351).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3510).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3511).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3512).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (3513).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3514).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3515).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3516).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3517).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3518).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3519).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (352).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3520).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3521).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3522).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3523).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3524).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3525).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3526).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3527).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3528).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3529).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (353).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3530).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3531).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3532).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3533).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3534).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.96%
Imagem: 6 (3535).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3536).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (3537).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3538).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (3539).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.96%
Imagem: 6 (354).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3540).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3541).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (3542).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3543).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3544).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3545).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3546).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (3547).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.97%
Imagem: 6 (3548).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3549).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (355).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3550).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3551).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3552).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3553).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3554).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.95%
Imagem: 6 (3555).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (3556).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.97%
Imagem: 6 (3557).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.95%
Imagem: 6 (3558).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (3559).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (356).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3560).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3561).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3562).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3563).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3564).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3565).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3566).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3567).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3568).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3569).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (357).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3570).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3571).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3572).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3573).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3574).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3575).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3576).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3577).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3578).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3579).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (358).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3580).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3581).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3582).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3583).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3584).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3585).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3586).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3587).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3588).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3589).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (359).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3590).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3591).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3592).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3593).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3594).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3595).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3596).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3597).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3598).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3599).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (36).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (360).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3600).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3601).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3602).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3603).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3604).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3605).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3606).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3607).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3608).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3609).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (361).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3610).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3611).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3612).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3613).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3614).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3615).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3616).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3617).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3618).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3619).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (362).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3620).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3621).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3622).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3623).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3624).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3625).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3626).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3627).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3628).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3629).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (363).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3630).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3631).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3632).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3633).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3634).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3635).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3636).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3637).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3638).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3639).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (364).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (3640).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3641).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3642).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3644).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.96%
Imagem: 6 (3645).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3646).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3647).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (365).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3650).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.96%
Imagem: 6 (3651).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3652).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3653).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (366).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3664).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3665).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3666).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3667).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3668).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3669).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (367).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3670).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3671).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3672).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3673).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.46%
Imagem: 6 (3674).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.46%
Imagem: 6 (3675).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.46%
Imagem: 6 (3676).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3677).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3678).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3679).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (368).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3680).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3681).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3682).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3683).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3684).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3685).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3686).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3687).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.99%
Imagem: 6 (3688).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3689).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (369).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.93%
Imagem: 6 (3690).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3691).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3692).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3693).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (3694).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.46%
Imagem: 6 (3695).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.46%
Imagem: 6 (3696).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.91%
Imagem: 6 (3697).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.91%
Imagem: 6 (3698).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.91%
Imagem: 6 (3699).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.91%
Imagem: 6 (370).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.97%
Imagem: 6 (3700).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.91%
Imagem: 6 (371).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (372).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (373).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (374).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (375).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.93%
Imagem: 6 (376).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.97%
Imagem: 6 (377).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (378).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (379).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (380).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (381).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (382).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (383).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (384).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (385).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 99.98%
Imagem: 6 (386).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (387).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (388).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (389).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
Imagem: 6 (390).jpg | Classe real: Phoma | Classe prevista: Phoma | Confiança: 100.00%
